title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract,published,pub_date_source,rss_pub_date,rss_published_str
Regenerable Water Remediation Platform for Ultrafast Capture and Mineralization of Per‐ and Polyfluoroalkyl Substances,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509842?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202509842,"Abstract
                  
                    Concerns about per‐ and polyfluoroalkyl substances (PFAS) arise from their persistence, toxicity, and widespread presence in aquatic environments. Currently, activated carbon and ion exchange resins have been used to remove perfluorooctanoic acid (PFOA), the most commonly studied PFAS, but these methods face challenges like low adsorption capacity and slow kinetics, leading to secondary waste issues. Here, it is observed that a high interlayer crystallinity of nitrate intercalated Cu
                    x
                    Al layered double hydroxides (LDH) (Cu
                    x
                    Al‐NO
                    3
                    LDH) enables a boundary‐breaking performance of maximum adsorption capacity (q
                    max
                    ) of PFOA as 1702 mg g
                    −1
                    at neutral pH and room temperature. The Al‐Al clash within the cationic layers (basal plane disorder) enhances adsorption kinetics (k
                    1
                    = 13.2 h
                    −1
                    ), as determined by a
                    2
                    H magic angle spinning (MAS) solid‐state nuclear magnetic resonance (ssNMR) spectroscopy. Furthermore, PFOA‐saturated Cu
                    2
                    Al‐NO
                    3
                    LDH can be regenerated through its memory effect, achieving ≈54% defluorination of the adsorbed PFOA in the presence of CaCO
                    3
                    after the thermal treatment at 773 K (500 °C). Performance in continuous fixed‐bed systems (720 mg g
                    −1
                    at 0.5 mL min
                    −1
                    ) and PFOA‐spiked real water matrices indicates the practical application potential of Cu
                    x
                    Al‐NO
                    3
                    LDH, suggesting an effective integrated ultrafast capture–thermal destruction–recycling (CTR) process for treating PFAS‐contaminated water.",crossref,False,,,,
Synthesis of 2D Semiconductor Lateral Patterned Heterostructures Through Carving and Follow‐Up Robust Epitaxial Growth Approach,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202508413?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202508413,"Abstract
                  Precise control over the spatial distribution of chemical composition and electronic structure in two‐dimensional (2D) semiconductors is essential for the development of next‐generation integrated circuits. However, fabricating 2D lateral patterned heterostructures with atomically sharp interfaces and high spatial periodicity remains a significant challenge. Herein, this work reports a general strategy to synthesize 2D semiconductor lateral patterned heterostructures through carving of 2D semiconductor single crystal and the follow‐up robust epitaxial growth approach. Using the high‐speed laser carving (HSLC) technique, this work obtains precisely controlled 2D semiconductor material patterns with clean edges, which are used as a robust template for laterally epitaxial growth to produce 2D lateral periodic heterostructures, heterostructure crossbar arrays and other complex patterned heterostructures. Systematic microscopic and spectral characterization reveal that heterostructures have atomically sharp interlines. The high periodicity of these heterostructures facilitates scalable device integration, providing a practical route toward large‐area 2D electronic circuits. By constructing functional electronic components such as p‐n diode and complementary metal oxide semiconductor (CMOS) inverters arrays, this work demonstrates the potential of these heterostructures for monolithic circuit applications. This technique offers a new idea for micro/nano machining of 2D materials and lays a foundation for large‐scale integrated circuits based on 2D semiconductors.",crossref,False,,,,
Probiotic‐Based Materials as Living Therapeutics,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202508500?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202508500,"Abstract
                  The growing demand for safer, more targeted therapeutics requires the development of advanced biomaterials. Among these, Engineered Living Materials (ELMs)—which integrate synthetic biology with material science—are emerging as promising platforms for biomedical applications. This review focuses on a subclass of ELMs based on genetically engineered probiotics combined with matrices, that are termed Probiotic Living Materials (PLMs) to differentiate them from Living Biotherapeutic Products (LBPs). Recent studies highlight PLM's potential in addressing different health conditions, offering targeted and dynamic therapies. However, PLMs face multiple challenges to be implemented in clinics, including a lack of robust genetic toolkits for probiotic engineering, concerns about biosafety (e.g., horizontal gene transfer or non‐desirable biological activity), difficulties in translating preclinical results to humans, and the absence of clear regulatory guidance for clinical use. This review first explores the fundamental features of ELMs, then provides an overview of probiotics, followed by recent advances in the design of engineered PLMs for biomedical applications, particularly in biosensing development, infection treatment, bone repair, wound healing, vaginal imbalances, gut‐related conditions, and cancer therapy. Finally, biosafety issues and current gaps in regulatory frameworks to ensure safe and effective use of PLMs, with a particular focus on vulnerable populations, are discussed.",crossref,False,,,,
Dynamic Regulation of Adaptive Butterfly‐Shaped Molecules via B←N Coordination,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202504455?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202504455,"Abstract
                  
                    Achieving dynamic control over stereostructures and electronic properties of rigid molecules remains a significant challenge due to the delicate balance between stability and flexibility. Here, the construction of butterfly‐shaped molecular junctions stabilized by moderate‐strength boron‐nitrogen (B←N) coordination between boraacenes and pyridines is reported. By leveraging the pivot‐like flexibility of B←N bonds, molecular conductance switching with on/off ratios exceeding 100 is achieved through force‐driven dynamic transitions between distinct stacking conformations. Single‐molecule electrical measurements combined with first‐principle calculations identify distinct charge transport mechanisms—through‐space and through‐bond—associated with the butterfly‐wing open and closed configurations. Furthermore, external factors like electric fields and substituent effects modulate
                    π
                    –
                    π
                    interactions and charge transport properties. The introduction of destructive quantum interference effects can be achieved by replacing molecular units. The findings demonstrate that B←N coordination serves as a dynamically tunable linkage, offering a pathway to design molecular platforms with multifunctional units, customized stereo‐conformations, and quantum effects.",crossref,False,,,,
Bamboo‐Inspired Composite Conduit Accelerates Peripheral Nerve Regeneration through Synergistic Oriented Structure and Piezoelectricity,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509425?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202509425,"Abstract
                  
                    Slow axon growth is a critical factor that limits regeneration after long‐segment peripheral nerve injury (PNI). Herein, a bamboo‐inspired scaffold accelerates nerve regeneration through a directional hollow‐tube bilayer structure and biomimetic piezoelectric property. The outer hydrogel of the scaffold exhibits sufficient fatigue resistance after 100 cycles of stretching, while the interior fiber provides an oriented topological cue. Inspired by the bending‐piezoelectric property of bamboo cellulose, the piezoelectric signal in poly(vinyl alcohol) is detected for the first time, measuring approximately 20 mV. To enhance voltage‐driven nerve regeneration, the scaffold's piezoelectricity is improved to 0.95 ± 0.02 V by optimizing its non‐centrosymmetric structure, increasing permanent dipole moment, and facilitating electron‐hole separation. Owing to its biomimetic structure and piezoelectricity, the scaffold promotes a 3.1‐fold increase in axon length, a 1.6‐fold improvement in myelin diameter, and maximizes angiogenesis, reaching 71.25 ± 21.87 vessels per mm
                    2
                    in vivo. Overall, this bamboo‐inspired conduit has the potential to significantly improve regeneration efficiency and functional reconstruction in cases of long‐segment PNI.",crossref,False,,,,
Adaptive Metaskins for Active and Passive Thermal Camouflage (Adv. Mater. 1/2026),https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.71872?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.71872,,,False,,,,
Microstructure Optimization via Grain‐Boundary Segregation to Enhance DC Bias Dielectric Performance of BaTiO3 Multilayer Ceramic Capacitors (Adv. Mater. 1/2026),https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.71873?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.71873,,,False,,,,
Lattice‐Prestressed Niobium Tungsten Oxide Enables Near‐Zero Volume Change and Ultrafast Lithium Storage,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202512001?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202512001,"Abstract
                  
                    Niobium tungsten oxide offers rapid ionic transport and high safety in fast‐charging lithium‐ion batteries, but suffers from challenges of large structure stresses and low capacity retention at rates exceeding 20C. Here, a novel lattice‐prestressed Nb
                    14
                    W
                    3
                    O
                    44
                    (LP‐NWO) is reported that overcomes its intrinsic structural limitations, enabling near‐zero volume change and ultrafast lithium storage. The lattice‐prestressed structure involves the alternating distribution of 4 × 4×∞ and 4 × 3×∞ rectangle units, along with octahedra distortion, which leads to the formation of specific and ordered lattice prestresses. The rectangle units induce tensile stresses, while the octahedra distortion results in compressive stresses. This prestressed structure not only preserves continuous diffusion channels but also enhances both ion and electron conductivity. Importantly, the presence of prestress greatly relieves the strain generated during lithium insertion and extraction. This can be observed through a reversible curve‐to‐straight evolution of lattice fringes, resulting in near‐zero volume change during cycling. The LP‐NWO delivers a 78% capacity retention at 100C after 20 000 cycles and more than 2 000 cycles of full cells at 50C, as well as no safety risk under severe stress conditions. This prestressed strategy offers implications for the development of zero‐strain electrodes, aiming to overcome fast‐charge limitations through internal means.",crossref,False,,,,
Anisotropic Optoelectronic Synapses in 2D Nb2GeTe4 for Direction‐Programmable Neuromorphic Perception and Decision‐Making,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509686?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202509686,"Abstract
                  
                    Neuromorphic computing presents a promising solution for the von Neumann bottleneck, enabling energy‐efficient and intelligent sensing platforms. Although 2D materials are ideal for bioinspired neuromorphic devices, achieving multifunctional synaptic operations with simple configurations and linear weight updates remains challenging. Inspired by biological axons, the in‐plane anisotropy of 2D Nb
                    2
                    GeTe
                    4
                    is exploited to develop dual electronic‐optical synaptic devices. The device exhibits anisotropic hole mobilities (137.97 cm
                    2
                    V
                    −1
                    s
                    −1
                    along the
                    a
                    ‐axis and 78.29 cm
                    2
                    V
                    −1
                    s
                    −1
                    along the
                    b
                    ‐axis) and a wavelength‐dependent photoresponse. This enables directional synaptic plasticity under electrical‐optical co‐stimulation, achieving 98.3% accuracy along the
                    a
                    ‐axis and 88.3% along the
                    b
                    ‐axis in adaptive image processing. A machine vision system with 89.6% object recognition accuracy and an intelligent vehicle navigation platform with 90.2% decision‐making accuracy is also demonstrated. The integration of anisotropic transport and spectrally tunable responses in a single material paves the way for compact neuromorphic hardware with multimodal sensing and parallel processing capabilities. This study advances 2D material‐based neuroelectronics for edge computing, autonomous robotics, and adaptive artificial intelligence systems.",crossref,False,,,,
Interface‐Induced Stability of Nontrivial Topological Spin Textures: Unveiling Room‐Temperature Hopfions and Skyrmions (Adv. Mater. 1/2026),https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.71878?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.71878,,,False,,,,
Engineering Aging: Approaches to Model and Deconstruct Biological Complexity (Adv. Mater. 1/2026),https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.71874?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.71874,,,False,,,,
Micro‐Strain Responsive Near‐Infrared Mechanoluminescence for Potential Nondestructive Artificial Joint Stress Imaging,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202505360?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202505360,"Abstract
                  
                    Recently, joint replacement surgery is facing significant challenges of patient dissatisfaction and the need for revision procedures. In‐situ monitoring of stress stability at the site of artificial joint replacement during postoperative evaluation is important. Mechanoluminescence (ML), a novel “force to light” conversion technology, may be used to monitor such bio‐stress within tissues. However, this is hindered by ultraviolet–visible ML emission wavelength, low ML intensity, and high strain response sensitivity. Here, by incorporating Sb
                    3+
                    ions into Sr
                    3
                    Sn
                    2
                    O
                    7
                    crystals, a highly strain‐responsive material, with ML originating from intrinsic defect emissions is obtained. The Sr
                    3
                    Sn
                    1.98
                    Sb
                    0.02
                    O
                    6.99
                    film produces detectable ML signals under compressive strain as low as 50 µst in the absence of biological tissue. After pre‐irradiating with red light through 15 mm of porcine tissue, ML signals can still be detected through the same tissue thickness. Notably, this material enabled real‐time stress imaging through 4 mm of porcine skin during mild finger joint bending. This work presents a novel methodological framework and proposes a new mechanism to defect ML. It offers a fresh perspective for designing high‐performance ML materials and lays the foundation for innovative research to enhance the functionality of artificial tissues and joints in living organism.",crossref,False,,,,
Atomic‐Scale Insights into Nanoparticle Exsolution at Dislocations in Dislocation‐Engineered Catalysts,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202502362?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202502362,"Abstract
                  Achieving control over properties such as density and lateral distribution of catalytic nanoparticles under operation conditions is a major challenge for the development of active and durable catalysts, where nanoparticle coarsening is often the cause of performance degradation. While metal exsolution catalysts are regarded to be robust against this degradation mode, coarsening and increased concentrations of exsolved metal nanoparticles have been detected near extended defects. The present study examines the role of dislocations in metal exsolution reactions and explores the potential of dislocation‐engineering for the synthesis of dislocation‐associated nanoparticles. An atomic‐level correlation between bulk dislocations and surface nanoparticle locations is demonstrated through a novel approach for engineering epitaxial thin films with confined regions of increased dislocation densities in combination with in situ scanning transmission electron microscopy. While nanoparticle exsolution proceeds across the entire sample, two primary reasons for the frequent nucleation of dislocation‐associated nanoparticles are identified: the accumulation of exsolution‐active acceptors along dislocations and lattice distortions that are likely to lower the energy barrier for nanoparticle nucleation. This work establishes a proof of concept for using engineered dislocations in exsolution catalysts to synthesize nanoparticles with modified nanoparticle‐support properties relevant for the thermal stability and the lateral distribution of exsolved nanoparticles.",crossref,False,,,,
Universal Method for Covalent Attachment of Hydrogels to Diverse Polymeric Surfaces for Biomedical Applications (Adv. Mater. 1/2026),https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.71875?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.71875,,,False,,,,
Revisiting Ferroelectric‐Gated Phototransistors: A Tripartite Synapse‐Inspired Approach to In‐Sensor Image Processing (Adv. Mater. 1/2026),https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.71876?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.71876,,,False,,,,
Inter‐Ring Bonding Electron Donor Structure Triggers Efficient Two‐Electron Water Oxidation for Photocatalytic Hydrogen Peroxide Synthesis,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202507961?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202507961,"Abstract
                  
                    Low water oxidation efficiency is a major barrier to efficient photocatalytic hydrogen peroxide (H
                    2
                    O
                    2
                    ) synthesis under sacrificial agent‐free conditions. Among various water oxidation pathways, the two‐electron water oxidation reaction (2e
                    −
                    WOR) is promising due to its direct H
                    2
                    O
                    2
                    generation and kinetic advantages. However, effective strategies to trigger the efficient 2e
                    −
                    WOR remain insufficient. In this study, conjugated polymers with alternating electron donor and acceptor units are designed and synthesized. By introducing an inter‐ring bonding electron donor structure with two linked phenyl rings, the efficient 2e
                    −
                    WOR is initiated, increasing H
                    2
                    O
                    2
                    synthesis efficiency from 1657 to 4401 µmol g
                    −1
                    h
                    −1
                    and achieving a solar‐to‐chemical conversion (SCC) efficiency of 1.25%. In‐depth studies reveal that the 2e
                    −
                    WOR is initiated by the inter‐ring bonding electron donor structure, which enhances electron delocalization in the highest occupied molecular orbital (HOMO), increasing the valence band potential from 1.6 to 1.8 V, thereby meeting the oxidation potential required for the 2e
                    −
                    WOR. Additionally, this structure promotes hole accumulation at low‐energy barrier sites, boosting water oxidation efficiency from 874 to 2767 µmol g
                    −1
                    h
                    −1
                    . This work presents a promising strategy for improving photocatalytic water oxidation efficiency, advancing sustainable H
                    2
                    O
                    2
                    production.",crossref,False,,,,
Vascular‐Mimetic 2D Membranes with Hemoglobin Catalysis for Efficient Uranium Extraction,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509989?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202509989,"Abstract
                  The extraction of uranium from seawater is crucial for sustainable nuclear energy development but is challenged by its ultralow concentration, the presence of competing ions, and the high energy demands of conventional methods. Membrane separation is a promising alternative, owing to its in simplicity, low energy consumption, and scalability. However, current membranes fail to achieve the selectivity and efficiency required for uranium capture. Herein, this study introduces a bioinspired graphene oxide‐red blood cells (GO‐RBC) membrane, that mimics vascular transport for ultra‐selective uranium extraction. In the innovative GO‐induced remodeling of red blood cell, hemoglobin (Hb) adsorbs onto the hydrophobic regions of GO and, phospholipids self‐assemble into concentric hydrophilic rings around Hb. This unique “island‐reef” structure within the membrane channels forces ions to follow an S‐shaped path, thereby enhancing interactions with Hb. In addition, Hb catalytically reduces U(VI) to U(IV), enabling trapping of uranium while allowing competing ions to pass through. The membrane achieves an unprecedented U/V selectivity (110.6), far outperforming current technologies. Moreover, the GO‐RBC membrane exhibited exceptional antifouling properties, mechanical robustness, and long‐term stability. This study provides a scalable, energy‐efficient solution for uranium extraction from seawater, further opening new pathways for the development of biomimetic membranes for application in resource recovery.",crossref,False,,,,
Phase Stabilization of In2Se3 by Disordered Ni Intercalation and its Enhanced Thermoelectrical Performance,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202507536?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202507536,"Abstract
                  
                    Van der Waals (vdW) layered materials have gained significant attention owing to their distinctive structure and unique properties. The weak interlayer bonding in vdW layered materials enables guest atom intercalation, allowing precise tuning of their physical and chemical properties. In this work, a ternary compound, Ni
                    x
                    In
                    2
                    Se
                    3
                    (x = 0–0.3), with Ni randomly occupying the interlayers of In
                    2
                    Se
                    3
                    , is synthesized via an intercalation route driven by electron injection. The intercalated Ni atoms act as “anchor points” within the interlayer of In
                    2
                    Se
                    3
                    , which effectively suppresses the phase transition of In
                    2
                    Se
                    3
                    at elevated temperatures. Furthermore, the disordered Ni intercalation significantly enhanced the electrical conductivity of In
                    2
                    Se
                    3
                    through electron injection, while reducing the thermal conductivity due to the interlayer phonon scattering, leading to an improved thermoelectric performance. For instance, the thermoelectric figure of merit (ZT) of Ni
                    0.3
                    In
                    2
                    Se
                    3
                    increased by 86% (in‐plane) and 222% (out‐of‐plane) compared to In
                    2
                    Se
                    3
                    at 500 °C. These findings not only provide an effective strategy to enhance the performance of layered thermoelectric materials but also demonstrate the potential of intercalation chemistry for expanding the application scope of van der Waals (vdW) layered materials.",crossref,False,,,,
Diatom‐Inspired Scaffold for Infected Bone Defect Therapy: Achieving Stable Photothermal Properties and Coordinated Antibacterial‐Osteogenic Functions,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509997?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202509997,"Abstract
                  
                    Bone defect therapy frequently encounters bacterial infections and chronic inflammation, which impair bone regeneration and threaten implant stability. Iron oxide nanoparticles have attracted attention due to cost‐effectiveness, biocompatibility, and metabolic safety. However, iron oxide nanoparticles still struggle to balance low‐temperature efficient antibacterial activity, effective immunomodulation, and bone regeneration. Therefore, inspired by diatoms, a multifunctional bone repair scaffold based on chitosan‐hydroxyapatite (CH) is developed by integrating the multifunctional properties of copper‐doped iron goethite (Fe(Cu)OOH) nanoparticles and a mesoporous SiO
                    2
                    protective layer (CH/FeCu@SiO
                    2
                    ). The “cytoskeleton” CH scaffold stabilizes the nanoparticles and supports tissue growth. The “chloroplast” Fe(Cu)OOH and the “ frustule” SiO
                    2
                    layer synergistically capture near‐infrared (NIR) light to generate localized mild hyperthermia (≈42 °C), with the release of Cu
                    2+
                    to achieve antibacterial effects (&gt;99%). In addition, Fe(Cu)OOH exhibits enzyme‐like antioxidant activity, scavenging reactive oxygen species (ROS) (69.20%) and thereby promoting M2 macrophage polarization (1.64‐fold), which protects stem cells and creates osteogenic immune microenvironment. Moreover, the mild hyperthermia and ion release upregulate the TGF‐β signaling pathway and inhibit osteoclast differentiation, promoting vascularized bone regeneration and defect repair (1.3‐fold). Overall, this biomimetic scaffold, enabling synergistic antibacterial, immunomodulatory, and osteogenic activities, offers a promising therapeutic strategy for infectious bone defects treatment.",crossref,False,,,,
Non‐PFAS‐Based Magnetic Polymer Sorbents for Efficient Removal of Perfluorinated Compounds from Landfill Leachate,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202502427?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202502427,"Abstract
                  Per‐ and polyfluoroalkyl substances (PFAS) are carcinogenic and environmentally persistent contaminants, necessitating their efficient removal to protect environmental and human health. In this study, a series of fluorinated, non‐PFAS‐based magnetic polymer sorbents is developed for the selective removal of multiple PFAS from landfill leachate containing high levels of co‐contaminants. Crosslinked polymer networks are shown to enhance both magnetic separation and PFAS sorption performance. The magnetic sorbent with a higher proportion of quaternary ammonium groups and a lower proportion of fluorinated segments shows improved sorption kinetics for most PFAS and greater sorption capacity for perfluorobutanesulfonic acid (PFBS), the most abundant compound in the tested landfill leachate. However, this formulation exhibits lower sorption selectivity and reduced equilibrium removal efficiencies when PFAS are present at low initial concentrations. A compact and portable treatment device is constructed to simulate practical deployment. The system achieves high PFAS removal efficiencies (&gt;90% for the majority of PFAS) and maintains good regeneration and reusability over five sorption‐desorption cycles at environmentally relevant concentrations. Compared to four commercially available sorbents, the developed magnetic polymer sorbents exhibit superior performance in PFAS removal, indicating their potential as efficient candidates for remediating PFAS from landfill leachate.",crossref,False,,,,
Generative Artificial Intelligence Navigated Development of Solvents for Next Generation High‐Performance Magnesium Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202510083?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202510083,"Abstract
                  
                    Traditional trial‐and‐error methods are inefficient and costly in discovering novel solvents for next‐generation magnesium (Mg) metal‐based batteries. Therefore, this work establishes a simple yet efficient screening criterion for solvents by integrating artificial intelligence techniques with a virtual molecular database, potentially revolutionizing the traditional solvent design pathway. A total of 823 solvents are generated using a self‐developed algorithm, and LUMO, ΔLUMO, ESP
                    min
                    , ESP
                    max 
                    , and E
                    
                      b
                    
                    are identified to establish the screening criterion through the analysis with machine learning (ML) models. Eighteen candidate solvents are successfully identified, and two of which are subsequently selected and experimentally validated, i.e., C1COCOC1 and COCC(C)OC (abbreviated as “DOX” and “DMP”). Notably, neither of these solvents has been previously reported for use in Mg batteries. Experimental results indicate that the DOX solvent, when paired with the Mg boron‐based salt, i.e., Mg[B(hfip)
                    4
                    ]
                    2
                    , can significantly enhance the electrochemical performance. At a current density of 1.0 mAcm
                    −2
                    , the average coulombic efficiency for Mg plating/stripping reaches 99.54 % after 5200 cycles. Furthermore, the Mg//Cu cell achieves a cumulative capacity exceeding 2000 mAhcm
                    −2
                    , surpassing previously reported results. In summary, this work establishes a virtual molecular database and develops a streamlined screening methodology for Mg battery solvents based on their physicochemical properties, reducing the candidate pool from 823 to 18 and improving efficiency by nearly 50‐fold. This research paradigm is not limited to the development of Mg batteries and can be readily extended to the exploration of other battery systems.",crossref,False,,,,
Microstructure Optimization via Grain‐Boundary Segregation to Enhance DC Bias Dielectric Performance of BaTiO3 Multilayer Ceramic Capacitors,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202507233?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202507233,"Abstract
                  
                    BaTiO₃‐based multilayer ceramic capacitors (MLCCs) are essential components in modern electronics. To enhance overall capacitance, achieving thinner ceramic layers has become a primary issue. However, this introduces two major challenges: controlling grain size during processing and ensuring stability under high electric fields. In this study, a novel strategy employing single‐element additives such as Fe
                    3
                    ⁺ and Ni
                    2
                    ⁺ is presented to effectively suppress grain growth. These additives strongly segregate at grain boundaries, thereby limiting grain coarsening during sintering and enabling fine‐grained microstructures. The optimized BaTiO₃ samples, free of costly rare‐earth elements, exhibit stable high permittivity (≈10
                    3
                    ), low dielectric loss, and improved reliability across varying temperatures and frequencies. More importantly, we identify the ideal grain size of ≈200 nm for maximizing capacitance under a DC bias exceeding 4 V µm
                    −1
                    . The findings suggest that further reducing the dielectric layer thickness to 200 nm represents a promising direction for future MLCCs.",crossref,False,,,,
Light‐Activated Micromotors in Air Propelled by Thermal Convection,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202505959?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202505959,"Abstract
                  Micromotors are an attractive cutting‐edge technology that exhibit controllable motion in response to chemical reactions or external stimuli. These nature‐inspired materials are widely explored for use in environmental remediation, and drug delivery, other emerging applications. Until now, the micromotors field is restricted to applications in aqueous environments, as achieving controllable motion in air while overcoming gravity remains a significant challenge. Herein, for the first time, to our knowledge, we introduce a system capable of overcoming gravity to achieve light‐induced thermal convective motion in air, driven by near‐infrared light excitation. The micromotors are composed of spiky, pollen‐like ZnO microparticles coated with gold nanoparticles, which interact photothermally with the NIR light, generating a thermal gradient that induces propulsion of the micromotor system. Lanthanide‐doped upconverting nanoparticles are deposited onto the micromotor surface to enable nanothermometric monitoring of surface temperature, providing critical information needed to describe the system's thermal behavior in air. This micromotor platform provides a versatile approach to overcome gravity and induce a controllable movement in a gaseous matrix, opening new opportunities to develop proof‐of‐concepts and applications using this aerodynamic micromotor approach.",crossref,False,,,,
Achieving Electrode Smoothing by Controlling the Nucleation Phase of Metal Deposition Through Polymer‐Substrate Binding,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202503218?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202503218,"Abstract
                  
                    Polymer additives [like polyethylene oxide (PEO)] are widely used for smooth electrode deposition in aqueous zinc and many other battery systems. However, the precise mechanism by which they regulate morphology and suppress dendrite formation remains unclear. In this study, the knowledge gap is addressed by using in situ electrochemical atomic force microscopy to directly observe the interfacial evolution during Zn electrodeposition and polymer adsorption on Cu substrates in the presence of varying concentrations of ZnSO
                    4
                    and PEO. Contrary to previous literature assumptions, which emphasize the binding to the growing Zn crystal surfaces or Zn
                    2+
                    ions, the results demonstrate that PEO smooths Zn films by promoting nucleation of (002)‐oriented Zn platelets through interactions with the Cu substrate. Density functional theory simulations support this finding by showing that PEO adsorption on Cu modifies the interfacial energy of Zn/Cu/electrolyte interfaces, favoring the stabilization of Zn (002) on the Cu substrate, as well as confines Zn electrodeposition to a narrow near‐surface region. These findings elucidate a novel design principle for electrode smoothing, emphasizing the importance of substrate selection paired with polymer additives that exhibit an attractive interaction with the substrate but minimal interaction with growing crystals, offering a mechanistic perspective for improved battery performance.",crossref,False,,,,
