title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract,published,similarity
"Hierarchical, Template‐Controlled Self‐Assembly of Two Different Organometallic Capsules from a Tetrakisimidazolium Salt",https://onlinelibrary.wiley.com/doi/10.1002/anie.202520814?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-03 06:15:46 UTC,2026-01-03 06:15:46+00:00,10.1002/anie.202520814,"Abstract
                  
                    Controlling the assembly of molecular nanocapsules through metal‐carbon bonds constitutes a major challenge in the field of supramolecular organometallic chemistry. Here, we demonstrate the construction of two nanosized dodecanuclear organometallic capsules, [{Ag(CH
                    3
                    CN)
                    4
                    (BF
                    4
                    )
                    8
                    }⊂Ag
                    12
                    (
                    1
                    )
                    6
                    ](BF
                    4
                    )
                    5
                    and [(CF
                    3
                    SO
                    3
                    )
                    8
                    ⊂Ag
                    12
                    (
                    1
                    )
                    6
                    ](CF
                    3
                    SO
                    3
                    )
                    4
                    from the calix[4]resorcinarene‐based tetrakisimidazolium salts H
                    4
                    ‐
                    1
                    (X)
                    4
                    and Ag
                    I
                    ions employing the metal‐carbene directed self‐assembly and hierarchical template strategies. An [Ag(CH
                    3
                    CH)
                    4
                    (BF
                    4
                    )
                    8
                    ]
                    7−
                    anion or eight triflate anions served as templates. The dodecanuclear capsules are the largest poly‐NHC‐derived assemblies known so far. Salt H
                    4
                    ‐
                    1
                    (SbF
                    6
                    )
                    4
                    reacts with Ag
                    2
                    O to give the tetranuclear assembly [(SbF
                    6
                    )⊂Ag
                    4
                    (
                    1
                    )
                    2
                    ](SbF
                    6
                    )
                    3
                    featuring an encapsulated SbF
                    6
                    −
                    anion. Transmetalation of the tetra‐NHC ligands from silver to gold yielded in all cases tetranuclear assemblies of type [Au
                    4
                    (
                    1
                    )
                    2
                    ]X
                    4
                    .",crossref,False,,
Integrating Sorbents in CO2 Electroreduction: A Model System to Disentangle Layer Contributions in Membrane Electrode Assemblies,https://onlinelibrary.wiley.com/doi/10.1002/anie.202513104?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-03 06:15:46 UTC,2026-01-03 06:15:46+00:00,10.1002/anie.202513104,"Abstract
                  
                    Membrane electrode assemblies (MEAs) are crucial in high‐performance CO
                    2
                    electrolysis, reducing
                    iR
                    losses and overcoming low solubility issues by supplying CO
                    2
                    in the gas form. However, liquid anolyte permeation to the cathode causes salt precipitation, stability issues, and parasitic H
                    2
                    evolution, hindering industrial implementation. Full gas‐phase operation could mitigate these problems, but a model system to study gas‐phase concepts is lacking.
                  
                  
                    This study presents a planar bimetallic interdigitated electrode array (BIDEA) as a model system, using a sorbent electrolyte for CO
                    2
                    electroreduction as a case study. The simplified system, combined with numerical models, reveals key process limitations, such as diffusion over the material and the role of sorption kinetics in limiting CO
                    2
                    supply to the cathode. Spectroscopic analysis provided mechanistic insights, demonstrating the model system's applicability to disentangle layer effects in integrated systems.",crossref,False,,
Electrochemical pH‐Swing CO2 Capture Facilitated by Suppressed Bubble Accumulation at Electrode/Electrolyte Interfaces,https://onlinelibrary.wiley.com/doi/10.1002/anie.202513456?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-03 06:15:46 UTC,2026-01-03 06:15:46+00:00,10.1002/anie.202513456,"Abstract
                  
                    Electrochemical CO
                    2
                    capture features high modularity and low system complexity. When the pH swing produced by electrolysis reactions acts as the driving force of CO
                    2
                    capture, the entire process is further endowed with enhanced tolerance to poisoning. Nevertheless, the correlation between the type of electrolysis reaction and electrochemical CO
                    2
                    capture efficiency remains poorly understood, rendering the reactor inefficient. Here, we show that the behavior of gas bubbles exerts a strong influence on CO
                    2
                    capture rates and Faradaic efficiencies. We demonstrate that eliminating bubble accumulation by suppressing H
                    2
                    evolution at the cathode/electrolyte interface facilitates CO
                    2
                    capture, which ensures the access of CO
                    2
                    to the alkaline electrode surfaces. We devise a polymer‐electrolyte CO
                    2
                    capture reactor utilizing oxygen reduction as the driving force and the cation effect to reduce the activity of H
                    2
                    formation. The system offers a capture rate of 1.40 ± 0.03 mL
                    CO2
                    min
                    −1
                    cm
                    −2
                    at 220 mA cm
                    −2
                    with a Faradaic efficiency of 83.7 ± 1.9% and poisoning resistance to O
                    2
                    and impurities in simulated flue gases. In direct air capture (DAC) mode, the reactor achieves a capture rate of about 0.029 mL
                    CO2
                    min
                    −1
                    cm
                    −2
                    and a stable 200‐h operation at approximately 0.019 mL
                    CO2
                    min
                    −1
                    cm
                    −2
                    and 0.95 V, outperforming existing electrochemical DAC devices.",crossref,False,,
Quaternary Carbon Centers via Electrochemical Direct Dehydroxylative Alkylation,https://onlinelibrary.wiley.com/doi/10.1002/anie.202520816?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-03 06:15:46 UTC,2026-01-03 06:15:46+00:00,10.1002/anie.202520816,"Abstract
                  
                    The construction of all‐carbon quaternary centers remains a formidable challenge in organic synthesis due to the steric congestion and limited accessibility of suitable precursors. Herein, we report a modular electrochemical strategy for the direct dehydroxylative alkylation of tertiary alcohols via a polar‐to‐radical transduction mechanism. This unified activation platform enables C(sp
                    3
                    )─C(sp
                    3
                    ) bond formation with electron‐deficient alkenes and benzyl chlorides, employing readily available reagents under mild, operationally simple conditions. Key to this transformation is the use of halide‐based reagents that mediate Lewis acid‐promoted C─OH bond cleavage while enabling subsequent radical generation via cathodic reduction. The method exhibits broad substrate scope, including complex and functionalized tertiary alcohols, diverse Michael acceptors, and sterically hindered coupling partners. It is further applicable to the late‐stage modification of bioactive molecules and scalable synthesis. Mechanistic studies support the involvement of both carbocation and carbon radical intermediates, validating the effectiveness of this dual‐mode strategy. This work provides a general and practical approach to quaternary carbon construction from unactivated tertiary alcohols, expanding the synthetic toolbox for C(sp
                    3
                    )─C(sp
                    3
                    ) bond formation.",crossref,False,,
Charge‐Spin‐Orbit Modulated Carbon‐Encapsulated FeP/Fe3O4 Heterojunctions for Ultrafast and Stable Conversion of Low‐Concentration Nitrate to Ammonia,https://onlinelibrary.wiley.com/doi/10.1002/anie.202519571?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-03 06:15:46 UTC,2026-01-03 06:15:46+00:00,10.1002/anie.202519571,"Abstract
                  
                    Electrocatalytic nitrate reduction reaction offers an effective route for ammonia synthesis and actual wastewater treatment. Despite some important achievements, the progress is still low than expected, especially in low‐concentration nitrate, mostly because of slow hydrogenation kinetics and interfering substances. In this work, we presented that, by engineering spin orbital orientation, a carbon‐encapsulated FeP/Fe
                    3
                    O
                    4
                    heterojunctions (FeP/Fe
                    3
                    O
                    4
                    @C) enabled ultrafast and stable NH
                    3
                    electrosynthesis from low‐concentration nitrate. In‐situ characterization and theoretical calculation confirmed that FeP/Fe
                    3
                    O
                    4
                    heterojunctions induced spin orbit splitting of Fe, resulting in electron transition from low spin to high spin. The resulted non‐degenerate orbitals caused the energy levels shift up and guided the electron migration from FeP to Fe
                    3
                    O
                    4
                    , which thus activated additional 3d orbital electron states. This spin orbital orientation further optimized the chemisorption properties of nitrogen‐oxygen intermediates and H* spillover, thus accelerating hydrogenation kinetics for ultrafast NH
                    3
                    electrosynthesis. Meanwhile, FeP/Fe
                    3
                    O
                    4
                    @C electrocatalyst alleviated the phosphate poisoning of active metal sites during industrial wastewater treatment, demonstrating excellent anti‐interference capability and environmental sustainability for real application. This work by modulating the “charge‐spin‐orbit” structure of active sites provided a new strategy for rational design of high‐performance electrocatalysts for various electrocatalytic reactions.",crossref,False,,
Symmetry‐Breaking in Carbon Nanohoops Enables Room‐Temperature Ternary Single‐Molecule Switching,https://onlinelibrary.wiley.com/doi/10.1002/anie.202519695?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-03 06:15:46 UTC,2026-01-03 06:15:46+00:00,10.1002/anie.202519695,"Abstract
                  
                    Single‐molecule electronics offers chemically encoded routes to ultra‐dense information processing, yet room‐temperature operation is often limited to binary conductance states due to thermal broadening and electronic averaging. Here we demonstrate robust ternary switching at room temperature using symmetry‐engineered carbon nanohoops. Embedding a pyrene unit into the [12]cycloparaphenylene backbone via a symmetry‐breaking 1,6‐linkage disrupts the electronic equivalence of
                    π
                    –segments and localizes frontier orbitals. Under controlled mechanical elongation in single–molecule junctions, the molecule exhibits three well‐resolved conductance plateaus, each separated by ∼one order of magnitude, affording unambiguous and reproducible readout. First‐principles transport calculations reveal that symmetry‐breaking–induced orbital localization discretizes coherent tunneling pathways, accounting for the observed plateaus. These findings establish molecular symmetry control as a general design principle for room‐temperature multistate charge transport in conjugated macrocycles, opening a pathway to high‐density single‐molecule logic architectures.",crossref,False,,
Beyond Local Coordination: How Global Structure Engineers the Selectivity of Single Atom Catalysts for CO2 Reduction,https://onlinelibrary.wiley.com/doi/10.1002/anie.202519826?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-03 06:15:46 UTC,2026-01-03 06:15:46+00:00,10.1002/anie.202519826,"Abstract
                  
                    The local structure of the active center is generally believed to determine the catalytic performance, but this rule fails in many situations. One of the representative cases is carbon‐based single‐atom catalysts (SACs), where Ndoped carbon (NC) and phthalocyanine (Pc) substrates usually endow the same active center (MN
                    4
                    ) with different performance. Herein, we unveiled an intrinsic global–local interplay mechanism, in which global structural engineering, coupled with local‐site sensitivity, determines the catalytic performance of SACs. Specifically, the similar local active sites yield comparable
                    d
                    ‐band centers and reaction thermodynamics, while the distinct global structures induce markedly different potentials of zero charge (PZC). This disparity leads to the varying electron accommodation capacity and interfacial water orientation, altering the reaction energetics. Moreover, the degree of this global effect critically depends on the sensitivity of the local charge of the active site to the global structural variation. As a result, Co SACs, with greater sensitivity than Fe and Ni SACs, exhibit completely opposite selectivity between CoNC and CoPc. Our work transcends the conventional local‐site paradigm and highlights the important role of global structure, in concert with local sensitivity, in governing catalytic performance.",crossref,False,,
One Collision – Two Heteroatoms: Gas‐Phase Preparation of Azasilabenzenes,https://onlinelibrary.wiley.com/doi/10.1002/anie.202517656?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-03 06:15:46 UTC,2026-01-03 06:15:46+00:00,10.1002/anie.202517656,"Abstract
                  
                    Nature has long favored cyclic, particularly heterocyclic, molecules in the synthesis of key biomolecules. Silicon‐substituted hydrocarbons have gained increasing attention due to their unique chemical bonding and electronic structure compared to their iso‐valent carbon counterparts. However, the synthesis of silicon‐containing heterocyclic molecules remains a significant challenge. In this work, we investigate the reaction mechanism leading to a sparsely explored class of silicon‐ and nitrogen‐containing aromatic heterocycles, in which silicon and nitrogen atoms are positioned adjacently within an aromatic, six‐membered ring: azasilabenzenes. This is achieved through the reaction of the silicon nitride (SiN) radical with 1,3‐butadiene (C
                    4
                    H
                    6
                    ) via single collision conditions, exploiting a crossed molecular beam experiment combined with electronic structure calculations and statistical analysis. Our results reveal the formation of two novel cyclic products: 1‐aza‐2‐silacyclohexa‐3,5‐dien‐2‐ylidene and 1‐aza‐2‐silabenzene. Interestingly, this reaction contrasts with the iso‐valent system involving the cyano radical (CN) and 1,3‐butadiene (C
                    4
                    H
                    6
                    ), which predominantly yields an acyclic product (1‐cyano‐1,3‐butadiene) via a simple addition–elimination pathway. In addition to elucidating the reaction pathways, this study also provides insights into the nature of bonding and atomic interactions in the resulting products, offering a deeper understanding of structure–stability relationships in silicon–nitrogen heterocycles and the counterintuitive concept of iso‐valency.",crossref,False,,
Transient‐Promoter‐Stabilized NiFe Oxyhydroxide Enables Durable kW‐Scale Water Splitting Under Fluctuating Power,https://onlinelibrary.wiley.com/doi/10.1002/anie.202520825?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-03 06:15:46 UTC,2026-01-03 06:15:46+00:00,10.1002/anie.202520825,"Abstract
                  
                    Renewable‐powered water electrolysis provides a carbon‐neutral route to hydrogen, yet large‐scale deployment is constrained by reliance on stable but carbon‐intensive grid electricity. Direct integration with fluctuating renewable power requires catalysts and devices that can endure dynamic operating conditions. Here we present a transient‐promoter strategy for NiFe oxyhydroxide oxygen evolution reaction (OER) catalysts, realized from Ni
                    3
                    Fe
                    1.2
                    Cr
                    0.8
                    O
                    x
                    precursor, for kilowatt‐scale anion exchange membrane water electrolyzers (AEMWEs). Ex situ and
                    operando
                    spectroscopy establish that Cr (i) modulates Ni/Fe oxidation states to enrich positive charge and facilitate oxyhydroxide formation, (ii) induces porosity that enhances electrolyte penetration and OH
                    −
                    adsorption, and (iii) leaches sacrificially to protect Ni/Fe active sites. Lab‐scale AEMWE device achieves an industrially relevant current density of 1 A cm
                    −
                    2
                    at a cell voltage of 1.68 V and sustains continuous operation for over 30 days under both constant and fluctuating loads. Scaling from 1 cm
                    2
                    AEMWE to an 8‐cell, 512 cm
                    2
                    stack, the system can handle an electrical power of 2.5 kW at peak, and delivers 1 A cm
                    −
                    2
                    at 1.78 V per cell at 60 °C. The stack remains resilient over 13 simulated solar cycles (&gt;50 h), underscoring the feasibility of integrating renewable electricity with durable, NiFe oxyhydroxide OER catalyst based AEMWEs.",crossref,False,,
Ultrasmall Nickel Nanoclusters Accelerating Protonation for Efficient CO2 Electroreduction towards CO,https://onlinelibrary.wiley.com/doi/10.1002/anie.202518107?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-03 06:15:46 UTC,2026-01-03 06:15:46+00:00,10.1002/anie.202518107,"Abstract
                  
                    Proton‐coupled electron transfer (PCET), particularly the protonation step is widely recognized as the kinetic bottleneck in electrochemical CO
                    2
                    reduction (CO
                    2
                    RR). Modulating catalyst microstructures to accelerate protonation has thus emerged as a promising strategy to boost from CO
                    2
                    to CO selectivity. Here, we report ultrasmall Ni nanocluster catalysts (denoted as Ni
                    3
                    ─N─C) prepared via one‐step pyrolysis of Ni‐containing precursors under H
                    2
                    atmosphere. Compared to conventional Ni─N─C with symmetric Ni─N
                    4
                    motifs, Ni
                    3
                    ─N─C displays similar physicochemical characteristics—Ni loading, defect density, surface area—yet exhibits distinct local Ni coordination environments. These sub‐nanoclusters markedly enhance CO
                    2
                    RR performance, delivering &gt; 90% CO Faradaic efficiency (FE
                    CO
                    ) across −0.6 to −1.0 V versus RHE, with a peak FE
                    CO
                    of ∼95% at −0.8 V. Density functional theory calculations reveal that Ni
                    3
                    ─N─C substantially lowers the energy barrier for *COOH formation owing to altered adsorption configurations, thereby facilitating the rate‐limiting protonation step. In situ FTIR measurements further confirm the accelerated *COOH formation on Ni
                    3
                    ─N─C surfaces. This work highlights the critical role of Ni sub‐nanoclusters in PCET modulation and establishes a rational design principle for nanocluster‐based catalysts in CO
                    2
                    RR.",crossref,False,,
Dual‐Metal Synergy in Sn‐Sb‐CNF Membrane Anodes Boosts Electro‐Filtration Oxidation of Emerging Contaminants,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202512066?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202512066,"Abstract
                  
                    Emerging contaminants, including pharmaceutical and personal care products (PPCPs), pose significant threats to aquatic ecosystems and human health. This study demonstrates efficient electrochemical oxidation of PPCPs using a novel tin‐antimony doped carbon nanofiber membrane (Sn‐Sb‐CNF) anode leveraging dual‐metal synergy. Oxygen vacancies generated through this synergistic effect function as active sites, enhancing pollutant adsorption capacity and oxidant activation capability. The degradation mechanism proceeds primarily via dominant hydroxyl radical (
                    •
                    OH) generation, leading to complete contaminant mineralization. Notably, Sn/Sb dual‐metal doping modulates the electronic structure, altering the d‐band center from −4.777 to −2.175 eV and significantly lowering reaction energy barriers. This electronic optimization facilitates electron transfer kinetics and accelerates pollutant degradation. Owing to this synergy, the Sn‐Sb‐CNF anode achieved high removal efficiencies (&gt;90%) within 30 min for multiple PPCPs: ofloxacin (95%), enrofloxacin (91%), carbamazepine (90%), acetaminophen (82%), and ibuprofen (96%). Furthermore, the membrane exhibits potent antimicrobial activity, achieving 4‐log inactivation of tetracycline‐resistant
                    Escherichia coli
                    and 5‐log reduction of T7 bacteriophage within 30 min. In real wastewater containing antibiotic‐resistant bacteria from a treatment plant, the system attained 62% mineralization rate. This work establishes a dual‐metal synergy strategy that provides new avenues for efficient PPCP elimination in complex aqueous matrices.",crossref,False,,
Synergies Between Atomically Dispersed Ru Single Atoms and Nanoparticles on CeAlOx for Enhanced Photo‐Thermal Catalytic CO2 Hydrogenation,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202512793?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202512793,"Abstract
                  
                    Heterogeneous catalysts integrating single‐atom species and nanoparticles maximize atom utilization and hydrogen dissociation for hydrogenation reactions. However, challenges in maintaining consistent metal loadings during synthesis complicate direct performance comparisons with the single‐atom and nanoparticle‐based systems, which obscures rational assessment of their catalytic potential. Herein, Ru
                    1+NPs
                    /CeAlO
                    x
                    photothermal catalysts are reported which leverage the synergy between Ru single atoms and Ru nanoparticles to enhance CO
                    2
                    hydrogenation to CH
                    4
                    . Under light irradiation (3.1 W cm
                    −2
                    , 200–1100 nm) at 200 °C, the Ru
                    1+NPs
                    /CeAlO
                    x
                    catalyst achieves a CH
                    4
                    production rate of 197.2 mmol g
                    cat
                    −1
                    h
                    −1
                    with near‐100% selectivity, surpassing single‐atom Ru
                    1
                    /CeAlO
                    x
                    catalysts and nanoparticle‐based Ru
                    NPs
                    /CeAlO
                    x
                    catalysts, with equivalent metal contents. Mechanistic studies revealed that in Ru
                    1+NPs
                    /CeAlO
                    x
                    catalysts, Ru single atoms facilitate CO
                    2
                    adsorption/activation and subsequent conversion, while Ru nanoparticles promote H
                    2
                    dissociation, with their synergistic interplay driving superior performance. Moreover, the CeAlO
                    x
                    support effectively stabilizes the dual‐site structure and facilitates the formation of reaction intermediates through its abundant oxygen vacancies and surface Lewis acid‐base pairs, thereby further enhancing the catalytic reaction. This work highlights the critical role of synergistic effects between single atoms and nanoparticles, offering new approaches for designing high‐efficiency hydrogenation catalysts.",crossref,False,,
Intensifying D‐Orbitals Energy Level Splitting of Local Co Atoms in CoO Lattice for Accelerated Iodine Redox Kinetics,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202513526?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202513526,"Abstract
                  
                    Modulating the electronic structure of catalysts to maximize their power holds the key to address the challenges faced by zinc‐iodine batteries (ZIBs), including the shuttle effect and slow redox kinetics at the iodine cathode. Herein, oxygen vacancies is innovatively introduced into CoO lattice to create high‐spin‐state Co active sites in nonstoichiometric CoO
                    1₋x
                    nanocrystals supported by carbon nanofibers (H‐CoO
                    1₋x
                    /CNFs). This simple strategy intensifies crystal field splitting of Co 3d orbitals, optimizing the spin‐orbital coupling between Co 3d orbitals and iodine species. The resulting enhanced availability of more unpaired electrons in non‐degenerate e
                    g
                    orbitals facilitates faster electron donation/acceptance during iodine redox reactions, thus improved reaction kinetics. Therefore, the assembled ZIBs employing H‐CoO
                    1₋x
                    /CNFs/I
                    2
                    cathode acquires a narrower overpotential gap (37 mV), higher initial capacity (203.0 mAh g
                    ‒1
                    ), and better cycling stability (96.0% capacity retention after 2200 cycles at 0.5 A g
                    ‒1
                    ) compared to the CoO/CNFs/I
                    2
                    cathode without experiencing defect engineering (109 mV/192.6 mAh g
                    ‒1
                    /74.7% after 1000 cycles). This work opens new avenues for maximizing the potential power of cathode host catalysts, making immediate contributions to the advancement of aqueous halogen batteries.",crossref,False,,
Covalent Organic Framework and Carbon Nitride Composite for Scalable Solar Reforming,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202513457?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202513457,"Abstract
                  
                    Solar reforming uses sunlight to valorize waste and offers a promising route to circular chemistry, but most current systems operate under corrosive conditions, lack scalability and processability, or suffer from poor selectivity in oxidative waste valorization. Here, a modular composite photocatalyst, comprising a crystalline covalent organic framework (COF), cyanamide‐functionalized carbon nitride (CN
                    x
                    ), indium tin oxide (ITO), and a nickel‐based molecular catalyst (NiME), capable of driving selective waste valorization and H
                    2
                    generation using visible light under pH neutral aqueous conditions is reported. The porous structure of the COF provides nanoconfinement, thereby supporting the targeted oxidation of polyols and sugars into formate (HCOO
                    −
                    ), while carbon nitride in the presence of the molecular catalyst facilitates H
                    2
                    evolution. ITO functions as a solid‐state electron mediator, enabling coupled oxidative and reductive processes for the concurrent solar‐driven production of H
                    2
                    and HCOO
                    −
                    . The high processability of the COF|ITO|CN
                    x
                    |NiME composite allows for the construction of a standalone photoleaf and photopanel, which have been integrated into a single‐window and a scalable multi‐window reactor, respectively. Continuous operability over seven days, along with testing under outdoor conditions with pretreated plastic under direct sunlight, offers a pathway toward practical and scalable solar reforming using structurally tunable organic semiconductor composites.",crossref,False,,
Solar‐Driven Direct Lithium Extraction from Low‐Quality Brines,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202512998?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202512998,"Abstract
                  Owing to the crucial role in energy transformation for decarbonization, sustainable lithium (Li) supply has become growingly critical. Low‐quality brines hold vast potential due to infinite reserves and diverse distribution but desire green and cost‐effective extraction techniques against low Li concentrations and high magnesium‐to‐lithium ratios. Solar‐driven direct lithium extraction (SDLE) systems combining conventional evaporation and DLE techniques can overcome the present challenges of Li extraction, promising to advance the exploitation of low‐quality brines while simultaneously producing fresh water. However, the underlying construction principles and fundamental physical processes concerning SDLE systems are still uncovered comprehensively. This review first reveals the high‐efficient and energy‐effective Li extraction mechanisms from low‐quality brines. Then, this work systematically presents construction and enhancement strategies, and the latest advancements and engineering applications of various SDLE systems, covering adsorption, membrane separation, crystallization separation, and electrochemical extraction. Furthermore, this work highlights the rational design of SDLE devices for water‐Li co‐production. Finally, this work discusses the challenges and future prospects for realizing SDLE systems from lab discovery to scale‐up field demonstration. This review aims to bridge the gap between fundamental science and practical engineering behind the SDLE, unlocking different insights for resource sustainability and low‐grade brines mining.",crossref,False,,
Electron‐Rich Niobium Oxide Sub‐Nanoclusters Boosting Charge Transfer for Highly Reversible Sodium–Sulfur Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509954?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202509954,"Abstract
                  
                    Ether‐based room‐temperature sodium–sulfur (RT Na─S) batteries are a promising energy‐storage system, yet hindered by the unregulated sulfur redox pathway, severe polysulfide shuttling and rapid capacity fading. Herein, highly unsaturated niobium‐oxide sub‐nanoclusters (≈0.7 nm) anchored on defective carbon black (NbO
                    x
                    ‐DCB) as a dynamic sulfur‐conversion catalyst are introduced. The delocalized Nb d‐electrons in the sub‐nanocluster configuration create a mixed Nb
                    4+
                    /Nb
                    5+
                    valence state that functions as a bidirectional electron reservoir, thereby enabling a distinct
                    d
                    ‐band‐center self‐regulation mechanism. The strong
                    d
                    –
                    p
                    orbital coupling enabled by a Nb
                    4+
                    ‐rich surface effectively captures sodium polysulfides and accelerates sulfur conversion kinetics during discharge, while a Nb
                    5+
                    ‐rich surface promotes facile solid‐polysulfide decomposition during charging. Consequently, the NbO
                    x
                    ‐DCB/S cathode delivers a reversible capacity of 1184 mAh g
                    S
                    −1
                    at 0.1 A g
                    −1
                    after 100 cycles and retains 547 mAh g
                    S
                    −1
                    after 3000 cycles at 2 A g
                    −1
                    , corresponding to a decay rate of 0.0027% per cycle. The general applicability of this approach is validated by high‐performance tungsten and vanadium oxide sub‐nanocluster‐based sulfur cathodes. These findings highlight sub‐nanoscale metal‐oxide engineering as a versatile route to high‐performance RT Na–S batteries.",crossref,False,,
Regenerable Water Remediation Platform for Ultrafast Capture and Mineralization of Per‐ and Polyfluoroalkyl Substances,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202509842?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202509842,"Abstract
                  
                    Concerns about per‐ and polyfluoroalkyl substances (PFAS) arise from their persistence, toxicity, and widespread presence in aquatic environments. Currently, activated carbon and ion exchange resins have been used to remove perfluorooctanoic acid (PFOA), the most commonly studied PFAS, but these methods face challenges like low adsorption capacity and slow kinetics, leading to secondary waste issues. Here, it is observed that a high interlayer crystallinity of nitrate intercalated Cu
                    x
                    Al layered double hydroxides (LDH) (Cu
                    x
                    Al‐NO
                    3
                    LDH) enables a boundary‐breaking performance of maximum adsorption capacity (q
                    max
                    ) of PFOA as 1702 mg g
                    −1
                    at neutral pH and room temperature. The Al‐Al clash within the cationic layers (basal plane disorder) enhances adsorption kinetics (k
                    1
                    = 13.2 h
                    −1
                    ), as determined by a
                    2
                    H magic angle spinning (MAS) solid‐state nuclear magnetic resonance (ssNMR) spectroscopy. Furthermore, PFOA‐saturated Cu
                    2
                    Al‐NO
                    3
                    LDH can be regenerated through its memory effect, achieving ≈54% defluorination of the adsorbed PFOA in the presence of CaCO
                    3
                    after the thermal treatment at 773 K (500 °C). Performance in continuous fixed‐bed systems (720 mg g
                    −1
                    at 0.5 mL min
                    −1
                    ) and PFOA‐spiked real water matrices indicates the practical application potential of Cu
                    x
                    Al‐NO
                    3
                    LDH, suggesting an effective integrated ultrafast capture–thermal destruction–recycling (CTR) process for treating PFAS‐contaminated water.",crossref,False,,
Critical Role of Ultra‐Microporous Tunnel Structure Within Hard Carbon in Boosting Sodium‐Ion Storage,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202501779?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202501779,"Abstract
                  
                    Accurately constructing pore structures and clarifying the relationship between pore structure and sodium storage performance to obtain high‐quality hard carbon (HC) is crucial for the commercialization of sodium‐ion batteries. However, it is still challenging to simultaneously obtain HC with high initial Coulombic efficiency (ICE), excellent rate performance, and satisfactory capacity in ester electrolytes by modifying the pore structure. Herein, the challenge is innovatively addressed by optimizing the dechlorination polymerization reaction to obtain the precursor, thereby modulating the carbon atom structure rearrangement and preoxidation process to design the HC with ultra‐microporous tunnel structure (UMTS). The desolvation of UMTS (&lt;1 nm) and the weak capillary effect at the surface can effectively reduce the decomposition of the electrolyte at the electrode surface and thus significantly enhance the ICE. The UMTS also facilitates the rapid transport of sodium ions and provides sites for the storage of sodium clusters, greatly enhancing the rate performance and reversible capacity. As a result, especially in ester electrolyte, the optimized material demonstrates an ultrahigh ICE of 90.9%, good rate performance (108.7 mAh g
                    −1
                    at 2 A g
                    −1
                    ) and an outstanding reversible capacity (357.2 mAh g
                    −1
                    with 98.3% of the capacity contribution below 1 V). This design concept of precisely constructing UMTS contributes significantly to the rational design of high‐quality HC anode, and may be extended to other battery systems to promote the ongoing advancement of battery technology.",crossref,False,,
